visit-id,duration,assigned orient,nominal orient,ra,dec,start,end,slew,gap
0098101001053,828.0,140.8,125.94333314852082,2.9076844417244976,-1.0320931809616305,2027.005:01:34:25,2027.005:01:52:07,0,0
0098101001081,828.0,140.8,128.7741059862693,2.8498343910197472,-1.0043675107222334,2027.005:01:52:07,2027.005:02:09:50,0,0
0098101001068,828.0,140.8,127.41297922157628,2.8781188259951014,-1.018421871486654,2027.005:02:09:50,2027.005:02:27:32,0,0
0098101001024,828.0,140.8,126.9951223496227,2.8833243723000472,-1.062473400030574,2027.005:02:27:32,2027.005:02:45:14,0,0
0098101001066,828.0,140.8,130.02094499755094,2.823355491883376,-1.019391741255714,2027.005:02:45:14,2027.005:03:02:57,0,0
0098101001092,828.0,140.8,130.1138336229683,2.8227920196065757,-0.9899689322442257,2027.005:03:02:57,2027.005:03:20:39,0,0
0098101001082,828.0,140.8,127.57613410839211,2.876546247978028,-1.0037366226790057,2027.005:03:20:39,2027.005:03:38:21,0,0
0098101001067,828.0,140.8,128.75496000833408,2.8507669058946776,-1.0190740428504828,2027.005:03:38:21,2027.005:03:56:03,0,0
0098101001038,828.0,140.8,125.84485679247912,2.9101142236592765,-1.0467447352184411,2027.005:03:56:03,2027.005:04:13:46,0,0
0098101001051,828.0,140.8,128.6849459455345,2.8517454101953974,-1.0337849383018622,2027.005:04:13:46,2027.005:04:31:28,0,0
0098101001050,828.0,140.8,130.03411752327386,2.823658102886851,-1.0341133995708138,2027.005:04:31:28,2027.005:04:49:10,0,0
0098101001083,828.0,140.8,126.38846631543562,2.9031649261708687,-1.00278435164657,2027.005:04:49:10,2027.005:05:06:53,0,0
0098101003084,828.0,113.2,98.46940730595577,3.463820394275612,-1.1100519965859328,2027.005:05:12:47,2027.005:05:30:29,354,0
0098101003085,828.0,113.2,98.86590841832842,3.4625853847524897,-1.095328689904318,2027.005:05:30:29,2027.005:05:48:11,0,0
0098101003086,828.0,113.2,99.25468566149783,3.461427853303747,-1.080605383222702,2027.005:05:48:11,2027.005:06:05:54,0,0
0098101003093,828.0,113.2,98.61831283812099,3.488259985264105,-1.05115881834084,2027.005:06:05:54,2027.005:06:23:36,0,0
0099401094001,15624.0,259,244.54158838726423,0.6232279870663086,-0.08290313946973066,2027.005:06:59:00,2027.005:11:24:35,2124,0
0098101001025,828.0,140.8,125.943400557315,2.91266898571291,-1.061385720537004,2027.005:12:00:00,2027.005:12:17:42,2124,0
0098101003083,828.0,113.2,98.35039716716604,3.465140524960794,-1.1247752547861811,2027.005:12:23:36,2027.005:12:41:18,354,0
0098101003092,828.0,113.2,98.44282534008003,3.4900498058676153,-1.0658821250224548,2027.005:12:41:18,2027.005:12:59:00,0,0
0098101001007,828.0,140.8,125.9574058654563,2.9181939418153813,-1.0906096104951333,2027.006:00:00:00,2027.006:00:17:42,354,39305
0098101001015,828.0,140.8,126.18800682881582,2.915358581723464,-1.0760094949698877,2027.006:00:17:42,2027.006:00:35:24,0,0
